iter	RMSE
140	0.03972350941
141	0.0393829799
142	0.03904162414
143	0.03872098964
144	0.03838919894
145	0.03811466548
146	0.03787800249
147	0.03756604163
148	0.03726969819
149	0.03697783967
150	0.03670117504
151	0.03639673533
152	0.03614365848
153	0.03585086553
154	0.03557768255
155	0.03531664094
156	0.03507777996
157	0.03486022965
158	0.0346834496
159	0.03441314811
160	0.03420969184
161	0.03395410663
162	0.03376218331
163	0.03351136822
164	0.03327051863
165	0.03306725154
166	0.03290239133
167	0.03267403601
168	0.03245957395
169	0.0322408509
170	0.03201726461
171	0.03180427524
172	0.03161016883
173	0.03137408382
174	0.03116121424
175	0.03093311356
176	0.03074392247
177	0.03051415817
178	0.03029712773
179	0.03010689518
180	0.02997115071
181	0.0297784856
182	0.02959644187
183	0.02939878091
184	0.02921641324
185	0.02905573468
186	0.02888518102
187	0.02872450484
188	0.02854587547
189	0.02841692379
190	0.02824736125
191	0.02808578786
192	0.0279436663
193	0.02777822471
194	0.02761657707
195	0.02745991297
196	0.02731238234
197	0.02715353331
198	0.0270364889
199	0.02689477254
200	0.02676026256
201	0.02662411724
202	0.02647631023
203	0.02633317016
204	0.02620513616
205	0.02606762113
206	0.02597117836
207	0.02582553794
208	0.02569991002
209	0.02555917204
210	0.02542542464
211	0.0252807902
212	0.02514095199
213	0.02501783267
214	0.02488125467
215	0.02475066647
216	0.02464305853
217	0.02453304578
218	0.02439478686
219	0.02429495794
220	0.02417309119
221	0.02406102464
222	0.02394856663
223	0.02382775261
224	0.02371375536
225	0.02361824786
226	0.02351238209
227	0.02341451743
228	0.02332233919
229	0.02323089005
230	0.02312913556
231	0.02304954664
232	0.02293102144
233	0.02283627993
234	0.02273005694
235	0.0226217942
236	0.02252466936
237	0.02242788511
238	0.02232936035
239	0.0222373521
240	0.02215350255
241	0.02206873603
242	0.02197854516
243	0.02187468818
244	0.0217936666
245	0.02169845371
246	0.02161940914
247	0.02153823001
248	0.02144821911
249	0.02137004453
250	0.02127786773
251	0.02118581463
252	0.02110990099
253	0.02101686237
254	0.02093897699
255	0.02086258948
256	0.02080042822
257	0.02072886516
258	0.02067209218
259	0.02060497035
260	0.02052512006
261	0.02046270371
262	0.0203889031
263	0.02032307491
264	0.02024820068
265	0.02017924575
266	0.02011821871
267	0.02004600231
268	0.0199857885
269	0.01991169514
270	0.01984625455
271	0.01978092586
272	0.0197080198
273	0.01964906871
274	0.01959401362
275	0.01953317069
276	0.01947598582
277	0.01941298612
278	0.01935604688
279	0.01930633998
280	0.01924825369
281	0.01917575695
282	0.01912028389
283	0.01906374717
284	0.01901460171
285	0.01895593496
286	0.01889782261
287	0.01883496342
288	0.01877595658
289	0.01872714057
290	0.01866713689
291	0.01861355372
292	0.01855461865
293	0.0185060426
294	0.01844130539
295	0.01838741797
296	0.01832894676
297	0.01826699429
298	0.01822690253
299	0.0181734674
300	0.01811598074
301	0.01806941766
302	0.01802680918
303	0.01798563362
304	0.01792882908
305	0.01787173929
306	0.01782605879
307	0.01777611294
308	0.0177302218
309	0.01768037098
310	0.01763105813
311	0.01758253992
312	0.01753200072
313	0.01748527332
314	0.01743914498
315	0.0173963363
316	0.01735234406
317	0.01730822575
318	0.01725767388
319	0.01721338298
320	0.01717634554
321	0.01712954627
322	0.0170834291
323	0.01704428157
324	0.01700389227
325	0.01696026405
326	0.01691984296
327	0.01687957401
328	0.01683621728
329	0.01679459589
330	0.01675604576
331	0.01672275242
332	0.0166849721
333	0.01664766584
334	0.01661204453
335	0.01657479414
336	0.01653868625
337	0.01650028918
338	0.01645956851
339	0.01642782699
340	0.01639303923
341	0.01635913183
342	0.01632184316
343	0.01628926533
344	0.01625469643
345	0.01622190821
346	0.01619048733
347	0.01615578963
348	0.01612128906
349	0.01609172119
350	0.01605779402
351	0.01602408993
352	0.01598630769
353	0.01595650489
354	0.01592501176
355	0.01589655986
356	0.01586558268
357	0.01583950822
358	0.01580578105
359	0.01577563466
360	0.01574547133
361	0.01571623554
362	0.01568519253
363	0.01565758093
364	0.01562929309
365	0.01559921493
366	0.01556851165
367	0.01554258493
368	0.01551976147
369	0.0154941628
370	0.01546654871
371	0.01544345322
372	0.01541480537
373	0.01539131874
374	0.01536682747
375	0.01533877969
376	0.01531743803
377	0.01528987669
378	0.01525989536
379	0.01523579526
380	0.01520992995
381	0.01518647067
382	0.01515922405
383	0.01513772993
384	0.01511592766
385	0.01509013021
386	0.01506649436
387	0.01504063372
388	0.01501852384
389	0.01499213709
390	0.01496907485
391	0.01494808852
392	0.01492862878
393	0.01490322104
394	0.01488096968
395	0.0148576105
396	0.01483746346
397	0.01481969928
398	0.01479677712
399	0.0147765661
400	0.01476109034
401	0.01474009958
402	0.01471890127
403	0.01470393171
404	0.01467965721
405	0.01465815478
406	0.01463428492
407	0.01461283439
408	0.01458980714
409	0.01456977582
410	0.01455047332
411	0.0145318952
412	0.01451246775
413	0.0144941474
414	0.01447700388
415	0.01445873631
416	0.01443544902
417	0.01441443833
418	0.01439449757
419	0.01437603082
420	0.01435486495
421	0.0143366041
422	0.01431749732
423	0.01430085592
424	0.01428686113
425	0.01426812719
426	0.01424945145
427	0.01423450959
428	0.01421271657
429	0.01419025344
430	0.01417695482
431	0.01415394355
432	0.0141376604
433	0.01411711112
434	0.01410096225
435	0.01408284002
436	0.01406344723
437	0.01404785241
438	0.01402954958
439	0.01400966287
440	0.01398879767
441	0.01397160417
442	0.01395359483
443	0.01393779885
444	0.01391915106
445	0.01389931337
446	0.01388434116
447	0.01386601797
448	0.01384909103
449	0.01382979389
450	0.0138120105
451	0.01379711336
452	0.01378036303
453	0.01376228087
454	0.01374765589
455	0.01372938484
456	0.01371492556
457	0.01369946016
458	0.01368503459
459	0.01366994565
460	0.01365347943
461	0.01363362919
462	0.01361655521
463	0.01360329715
464	0.01358839139
465	0.01356919245
466	0.01355214651
467	0.01353330725
468	0.01351678681
469	0.01349962153
470	0.01348494549
471	0.01346940787
472	0.01345215015
473	0.01343863791
474	0.01342568767
475	0.01340873037
476	0.01339336374
477	0.01337415702
478	0.01335989371
479	0.01334377863
480	0.01332928021
481	0.0133162109
482	0.01330414204
483	0.01329111284
484	0.01327946471
485	0.01326707255
486	0.01325129029
487	0.01323420672
488	0.01322362095
489	0.01320726186
490	0.01319552474
491	0.01318000009
492	0.01316679502
493	0.01315597227
494	0.01314270439
495	0.01313004082
496	0.0131145597
497	0.01309948456
498	0.0130877026
499	0.01307375437
500	0.01306158287
501	0.01304641955
502	0.01303265614
503	0.01302346552
504	0.0130093109
505	0.01299094617
506	0.01297735619
507	0.01296511955
508	0.01295102651
509	0.01293867355
510	0.01292552224
511	0.01291068948
512	0.01290064604
513	0.01288647656
514	0.0128734265
515	0.01286125033
516	0.01284590193
517	0.01283248815
518	0.01281810822
519	0.01280733626
520	0.01279375504
521	0.01278305436
522	0.01277336111
523	0.01276030962
524	0.01274672458
525	0.01273469371
526	0.01272117713
527	0.01270696386
528	0.01269533996
529	0.0126863497
530	0.01267446061
531	0.01266526995
532	0.01265555587
533	0.0126470846
534	0.0126347386
535	0.01262325413
536	0.01260701906
537	0.0125955417
538	0.01258338052
539	0.01257045427
540	0.0125582449
541	0.01255093568
542	0.01253967294
543	0.01252976658
544	0.01251702297
545	0.01250691257
546	0.01249372479
547	0.01248202108
548	0.01247224672
549	0.01245973168
550	0.01245187162
551	0.01244563995
552	0.01242945258
553	0.01241903886
554	0.0124089141
555	0.01240146528
556	0.01238889794
557	0.01238135467
558	0.01236661729
559	0.01235738669
560	0.01234387458
561	0.01233412275
562	0.01232598607
563	0.01231029258
564	0.01229896747
565	0.01229001881
566	0.0122815796
567	0.0122723597
568	0.01226107078
569	0.01224843045
570	0.01223627647
571	0.01222647036
572	0.01221508911
573	0.01220568891
574	0.01219347093
575	0.01218324079
576	0.01216962029
577	0.01215761855
578	0.01214526748
579	0.01213424814
580	0.01212114058
581	0.01211067404
582	0.01210034589
583	0.0120893563
584	0.01208173667
585	0.01207417545
586	0.0120676299
587	0.01206139462
588	0.0120467431
589	0.01203856708
590	0.01203137431
591	0.01202472072
592	0.01201539775
593	0.01200571455
594	0.01199327913
595	0.01198343081
596	0.01197683707
597	0.01196846932
598	0.01196124315
599	0.01195564865
600	0.01194755988
601	0.01194061943
602	0.01193278215
603	0.01192422111
604	0.0119202796
605	0.01191271664
606	0.0119017074
607	0.01189148862
608	0.01187791309
609	0.01186754605
610	0.01185793982
611	0.01184937424
612	0.01183970539
613	0.01182731526
614	0.01181749004
615	0.01181331792
616	0.0118012037
617	0.01179316145
618	0.0117880697
619	0.01178066836
620	0.0117701829
621	0.01175875235
622	0.01174769916
623	0.01173813853
624	0.0117300081
625	0.01171910978
626	0.01171422884
627	0.01170772615
628	0.01169719464
629	0.01168603195
630	0.01167721897
631	0.01166781746
632	0.01165485515
633	0.01164103444
634	0.01162811051
635	0.01162136113
636	0.01161256241
637	0.01160792216
638	0.01159519905
639	0.01158571949
640	0.011576499
641	0.0115671292
642	0.01155726674
643	0.01155014092
644	0.01154502715
645	0.01153829654
646	0.01153090735
647	0.01152537566
648	0.011518771
649	0.01151165302
650	0.01150603033
651	0.01149977027
652	0.01148936961
653	0.01147780524
654	0.01146739295
655	0.01146055268
656	0.01145377637
657	0.01144902829
658	0.01143800283
659	0.01143266305
660	0.01142376234
661	0.01141456708
662	0.01140489314
663	0.01139841108
664	0.0113916284
665	0.01138100384
666	0.01137202711
667	0.01136347525
668	0.01135836858
669	0.01135215175
670	0.01134600739
671	0.01133367853
672	0.01132674764
673	0.0113176064
674	0.01131321956
675	0.01130657274
676	0.01130042214
677	0.01129107298
678	0.01128324288
679	0.01127265963
680	0.0112675047
681	0.01126269571
682	0.01125493428
683	0.01124684546
684	0.01123870689
685	0.01123081164
686	0.01122118867
687	0.01121316248
688	0.01120502195
689	0.01120129611
690	0.01119149533
691	0.0111845702
692	0.01117424872
693	0.01116856868
694	0.01116033525
695	0.01115431716
696	0.01114817287
697	0.01113741434
698	0.01112851759
699	0.01112402763
700	0.01111728803
701	0.0111100241
702	0.01110117504
703	0.01109081622
704	0.01108293653
705	0.01107389005
706	0.01106722014
707	0.01105972507
708	0.01105627354
709	0.01104773496
710	0.01103798352
711	0.01103093393
712	0.01102751437
713	0.01102370067
714	0.01101222826
715	0.0110071548
716	0.01099777858
717	0.0109895713
718	0.01098102178
719	0.01097508276
720	0.01096641016
721	0.01096116184
722	0.01095238281
723	0.01094754451
724	0.0109436048
725	0.01093510213
726	0.0109283973
727	0.01091978922
728	0.01091574632
729	0.01090686034
730	0.0108997131
731	0.01089529755
732	0.01088839
733	0.01088127079
734	0.01087248077
735	0.01086690583
736	0.01086319562
737	0.01085377882
738	0.01084668546
739	0.01084140172
740	0.01083391999
741	0.01082965984
742	0.01082652219
743	0.0108213502
744	0.01081367376
745	0.01080588584
746	0.01079804361
747	0.01079353961
748	0.01078584222
749	0.01077707047
750	0.01076627338
751	0.01076108514
752	0.01075548246
753	0.01074370207
754	0.01073539994
755	0.01073021692
756	0.0107226739
757	0.01071365169
758	0.01071053451
759	0.01070630455
760	0.01069970937
761	0.01069678933
762	0.0106883274
763	0.01068163212
764	0.01067291463
765	0.01066640672
766	0.01065836936
767	0.01065158617
768	0.01064823919
769	0.01063917115
770	0.01063491618
771	0.01062761203
772	0.01061964789
773	0.01061440469
774	0.01060624022
775	0.01060328778
776	0.01059372948
777	0.01058973042
778	0.01058219706
779	0.01057197194
780	0.01056835829
781	0.01055987875
782	0.01055504731
783	0.0105472293
784	0.0105368721
785	0.01052887211
786	0.01052508449
787	0.01051722638
788	0.01050864326
789	0.01050609824
790	0.01049957757
791	0.01049632401
792	0.01049017682
793	0.01048135542
794	0.01047566706
795	0.01046706516
796	0.01046037566
797	0.01045275786
798	0.01044510853
799	0.01043703079
800	0.01043040863
801	0.0104232191
802	0.01041680448
803	0.0104090563
804	0.01040168448
805	0.01039845551
806	0.01039585914
807	0.01038950164
808	0.01038331205
809	0.01037272087
810	0.01036656388
811	0.01035901133
812	0.01035607622
813	0.01035377342
814	0.01034992063
815	0.01034017128
816	0.01033349626
817	0.01032889437
818	0.01032552574
819	0.01031980036
820	0.01031604121
821	0.01031072123
822	0.01030542685
823	0.01029678682
824	0.0102906425
825	0.01028844329
826	0.01028518344
827	0.01027916554
828	0.01027151313
829	0.01026500742
830	0.01025805039
831	0.01025397208
832	0.01024434126
833	0.01024118409
834	0.01023566095
835	0.01023214284
836	0.01022933532
837	0.01022663627
838	0.01022354376
839	0.01021678094
840	0.01021147814
841	0.01020763012
842	0.01019868012
843	0.01019286089
844	0.01018472339
845	0.01017887037
846	0.01017000152
847	0.01016242194
848	0.01015928345
849	0.01015290226
850	0.01014701549
851	0.010140797
852	0.01013310775
853	0.01012717572
854	0.01012064253
855	0.01011382984
856	0.01010810195
857	0.01010420956
858	0.01010116281
859	0.01009572022
860	0.01009319597
861	0.01009061216
862	0.01008482433
863	0.01007743575
864	0.01006999164
865	0.0100617002
866	0.01005616841
867	0.01004912671
868	0.01004557852
869	0.0100400888
870	0.01003479015
871	0.01002691952
872	0.01002401415
873	0.01002134193
874	0.01001625793
875	0.01001076719
876	0.01000171994
877	0.009995578535
878	0.009992458424
879	0.00998530771
880	0.009978843104
881	0.009969389426
882	0.009962434921
883	0.009954955114
884	0.009948525229
885	0.009946010011
886	0.009943738049
887	0.009935421549
888	0.009926406811
889	0.009921496741
890	0.009917433293
891	0.009909410238
892	0.009901760813
893	0.009892975505
894	0.009886933981
895	0.009879551228
896	0.00987444208
897	0.009866364347
898	0.009863041347
899	0.009853526969
900	0.009848426271
901	0.009845933642
902	0.009838665195
903	0.009835694192
904	0.009830426492
905	0.009825127981
906	0.009818627348
907	0.00981294579
908	0.009810112139
909	0.00980722402
910	0.009802158006
911	0.009792343821
912	0.009784901456
913	0.009779593077
914	0.009772502418
915	0.009765147005
916	0.009760537162
917	0.009756168621
918	0.009751567013
919	0.009746174527
920	0.009742907911
921	0.009740502832
922	0.009738282593
923	0.009736008783
924	0.00973048242
925	0.00972896038
926	0.009721915184
927	0.00971845534
928	0.009710710593
929	0.009702820412
930	0.009696560425
931	0.009689663693
932	0.009683756938
933	0.009680854014
934	0.009673276278
935	0.009668978197
936	0.009663442869
937	0.0096582887
938	0.009648981524
939	0.009646364581
940	0.009638820071
941	0.009632612936
942	0.009630404573
943	0.009627948927
944	0.009625206744
945	0.009619056097
946	0.009612790782
947	0.00960540131
948	0.00959973657
949	0.009596661559
950	0.009589189082
951	0.009586355579
952	0.009579522509
953	0.009577250555
954	0.009569235915
955	0.009562649806
956	0.00955350358
957	0.009545960683
958	0.009539617715
959	0.009533430913
960	0.009526045509
961	0.009523539909
962	0.009516371312
963	0.00951358438
964	0.009511178644
965	0.009505741355
966	0.009497298653
967	0.009491919537
968	0.009484373044
969	0.009477087347
970	0.0094721679
971	0.009468306456
972	0.009459534816
973	0.009454346813
974	0.009451596957
975	0.009446637184
976	0.009444035829
977	0.009442611682
978	0.009437182651
979	0.009434607142
980	0.009429922168
981	0.00942452083
982	0.009418672248
983	0.009413799026
984	0.009409653591
985	0.009402743514
986	0.009400316587
987	0.009394552185
988	0.00938964108
989	0.009381432742
990	0.00937469959
991	0.009366146205
992	0.009363747434
993	0.009361401494
994	0.009353512479
995	0.00935214694
996	0.009346800546
997	0.00934049035
998	0.009334646648
999	0.009332218867
